Title,Company,Job Type,Location,Link
System Engineer,Efada Technology -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Efada-Technology-Egypt-14085
General Manager company & Hotel,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Jq1Yrg4GHpil-General-Manager-company-Hotel-Cairo-Egypt
Business Planning Manager,Wadi Group -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Wadi-Group-Egypt-7062
Showroom Sales Representative - Cairo & Alex,American Mattress -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-23938
Solar Site Engineer,IRSC -,Full TimeOn-site,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IRSC-Egypt-24980
Financial Manager,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XVEiIESHE33T-Financial-Manager-Cairo-Egypt
Export Specialist,EVIVVA HOLDING -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-107310
CEO Personal Assistant,Tiger Med For Medical Agencies -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tiger-Med-For-Medical-Agencies-Egypt-14885
Legal Affairs Specialist,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xaHohkQJOTWm-Legal-Affairs-Specialist-Giza-Egypt
Accountant,Master United -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/فاروس للتجارة والتوريدات-Egypt-125633
Legal Manager,Suez Canal container Terminal -,Full TimeOn-site,"Port Fuad, Port Said, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Suez-Canal-container-Terminal-Egypt-11123
Executive Secretary,microtech -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/microtech-Egypt-125281
RAMS Engineers,COLAS RAIL Egypt -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/COLAS-RAIL-Egypt-Egypt-31734
SR. Outbound Hotel Reservation Agent (Africa Focus),BCD-EWT   -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/East West Travel-Egypt-89589
Stock Controller,SAVOLA -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alexandria-Sugar-Company-Egypt-2383
Administrative Assistant,EVIVVA HOLDING -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-107310
HR Talent Management specialist,Suez Canal container Terminal -,Full TimeOn-site,"Port Fuad, Port Said, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Suez-Canal-container-Terminal-Egypt-11123
System Engineer,Efada Technology -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Efada-Technology-Egypt-14085
General Manager company & Hotel,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Jq1Yrg4GHpil-General-Manager-company-Hotel-Cairo-Egypt
Business Planning Manager,Wadi Group -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Wadi-Group-Egypt-7062
Showroom Sales Representative - Cairo & Alex,American Mattress -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-23938
Solar Site Engineer,IRSC -,Full TimeOn-site,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/IRSC-Egypt-24980
Financial Manager,Confidential -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XVEiIESHE33T-Financial-Manager-Cairo-Egypt
Export Specialist,EVIVVA HOLDING -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-107310
CEO Personal Assistant,Tiger Med For Medical Agencies -,Full TimeHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Tiger-Med-For-Medical-Agencies-Egypt-14885
Legal Affairs Specialist,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xaHohkQJOTWm-Legal-Affairs-Specialist-Giza-Egypt
Legal Affairs Specialist,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xaHohkQJOTWm-Legal-Affairs-Specialist-Giza-Egypt
Accountant,Master United -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/فاروس للتجارة والتوريدات-Egypt-125633
Legal Manager,Suez Canal container Terminal -,Full TimeOn-site,"Port Fuad, Port Said, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Suez-Canal-container-Terminal-Egypt-11123
Sales Specialist,Procrew -,Full TimeHybrid,"Jeddah, Saudi Arabia",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Procrew-Egypt-48518
CO - Teacher,Egypt Education Platform -,Full TimeOn-site,"Hurghada, Red Sea, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GEMS-Education-Egypt-42339
Mechanical Engineer,Mazloum -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mazloum-Real-Estate-Egypt-85128
Collection Specialist,Orouba Misr -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Orouba-Misr-Egypt-33391
Special Need Science Therapist,Confidential -,Full TimeOn-site,"Frankfurt am Main, Germany",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YQNFRx57aXuB-Special-Need-Science-Therapist-Frankfurt-am-Main-Germany
Pre Sales Engineer,ECCC -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ECCC-Egypt-125652
Structural Engineer,Integrated Façade Solution -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Alicoegypt-Egypt-22753
Data Entry,engineering tracks -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/engineering-tracks-Egypt-50528
Medium Voltage Design Engineer,Smart Group -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Smart-Power-Egypt-9483
Senior Full Stack PHP Laravel Developer (Remote - Full Time),HIGHBASE TRADING W.L.L -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/HIGHBASE TRADING W.L.L-Egypt-112707
Project Manager- Owner Representative,Capital Link Developments -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Progate-Egypt-16414
Senior Social Media Specialist,Mobilcom -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mobilcom-Egypt-107006
Customer Account Manager,ECRAL -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Fahd-Auto-Group-Egypt-27596
Human Resources Generalist,Confidential -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/7ODeGcZY5Jo7-Human-Resources-Generalist-Giza-Egypt
Pharmacist Assistant,Al Ahly Medical Company -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459
English Instructor - Maadi - Nasr City - Downtown - 6th of October- 5th Settlement (Charters),Berlitz Egypt -,Full TimePart TimeShift BasedHybrid,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Berlitz-Egypt-Egypt-37549
Supply Chain Manager,Kandil Industries -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Mekano-Egypt-109872
Sales Representative,Confidential -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/OcAwgrHXWHRW-Sales-Representative-Cairo-Egypt
Senior Accountant,AssureNet -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-102139
Talent Acquisition Specialist,Carofi -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Carofi-Egypt-107712
Procurement manager,GlassRock Insulation Co. -,Full TimeOn-site,"Alsadat City, Monufya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/GlassRock-Insulation-Co--Egypt-36441
Senior SEO Specialist,AssureNet -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-102139
Marketing Director,Credence -,Full TimeOn-site,"Hurghada, Red Sea, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-113760
HR Coordinator,smart work -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/smart work-Saudi Arabia-125535
Export Sales Manager,Hydro Metal -,Full TimeOn-site,"Abu Rawash, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Hydro Metal-Egypt-125646
Draftsman,Confidential -,Full TimeOn-site,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/CkaD3P0NJpR2-Draftsman-Giza-Egypt
Head OF Internal Audit,Confidential -,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Cs0nFVMQkaWh-Head-OF-Internal-Audit-Giza-Egypt
Project Manager (Civil Engineer),Confidential -,Full TimeOn-site,"Alsadat City, Monufya, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ttIsDjugiTb1-Project-Manager-Civil-Engineer-Monufya-Egypt
Remote Data Analyst & Processor,HIGHBASE TRADING W.L.L -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/HIGHBASE TRADING W.L.L-Egypt-112707
Sales Representatives,Ecotech -,Full TimeOn-site,"Smouha, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Ecotech-Egypt-125629
Instructors (Min 5 Years Exp.),CLS Learning Solutions -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CLS-Learning-Solutions-Egypt-31930
Graphic Designer,aladawy advanced system -,Full TimeOn-site,"Abdeen, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/aladawy advanced system-Egypt-125564
Senior Maintenance Engineer,ELDAHAN -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/ELDAHAN-Egypt-42849
Sales Manager,Charisma Design -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Charisma-Design-Egypt-41338
Fresh Real Estate Sales,The Address Investments for Real Estate Consultancy -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/The-Address-for-Realstate-Consultancy-Egypt-28523
Sales Specialistl,J&T Express Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/J-T-Express-Egypt-Egypt-64706
Sales Manager,Global Food Investment -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-23438
Construction QC Engineer,Zamil Steel Buildings Co -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Zamil-Steel-Buildings-Co-Egypt-12650
Project Coordinator,Fixcrowd -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Fixcrowd-Egypt-98611
Telesales Executive,Yalla -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Yalla-Egypt-88747
Partner Support Advisor,Property Finder Group -,Full TimeHybrid,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/propertyfinder-Group-Egypt-7924
Assembly process Engineer,Groupe- Atlantic -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Groupe--Atlantic-Egypt-14909
Warehouse Supervisor,American Mattress -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-23938
Business Development Manager – Real Estate,Creative Motion -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Creative-Motion-Egypt-18862
Sales Specialist,Confidential -,Full TimeOn-site,"Haram, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/6XQbwKcbHhoM-Sales-Specialist-Giza-Egypt
Marketing Manager ( Yafel Development Egypt ),Horizon Trade -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-39683
Quality Engineer - QC/QA,Confidential -,Full TimeOn-site,"khanka, Qalubia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/meIau8Dn3sk3-Quality-Engineer---QCQA-Qalubia-Egypt
OD Specialist,Confidential -,Full TimeOn-site,"khanka, Qalubia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wCWu46AYbWLi-OD-Specialist-Qalubia-Egypt
HR Officer (Yafel Development Egypt ),Horizon Trade -,Full TimeOn-site,"Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-39683
Accountant,American Mattress -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-23938
Senior Sales Executive,INTELLEVO -,Full TimeHybrid,"Dokki, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/INTELLEVO-Egypt-113706
Value-Based Healthcare Analytics Specialist,MEAHCO - Saudi German Health -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Saudi-German-Group-Egypt-71088
IT Specialist,American Mattress -,Full TimeOn-site,"Katameya, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-23938
Supply Chain Supervisor,UNI Power -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/UNI-Power-Egypt-27137
Assistant Manager ( Transportation Department ),Emeco Travel  -,Full TimeOn-site,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Emeco Travel-Egypt-89012
Sales Account Manager- Beheira,Misr Elkheir Foundation -,Full TimeOn-site,"Beheira, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Misr-Elkheir-Foundation-Egypt-7932
Vehicle Fleet Supervisor,J&T Express Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/J-T-Express-Egypt-Egypt-64706
Vehicle Fleet Supervisor,J&T Express Egypt -,Full TimeOn-site,"Maadi, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/J-T-Express-Egypt-Egypt-64706
Product Manager,Confidential -,Full TimeOn-site,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/CL0dbgHPRZB3-Product-Manager-Cairo-Egypt
Customer Service Representative.,Caldo e. Freddo -,Full TimeOn-site,"Mohandessin, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Caldo-e--Freddo-Egypt-49047
Business Development Specialist ( New Product development ),Egyptian Company for Cosmetics -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Egyptian-For-Cosmetics-Egypt-11636
German Teacher (new academic year September 2025/2026),Confidential -,Full TimeOn-site,"Madinaty, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/A7uSLf3YihkX-German-Teacher-new-academic-year-September-20252026-Cairo-Egypt
Sales Account Manager,Galera Plants  -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Galera Plants-Egypt-123365
Sales Specialist,Galera Plants  -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Galera Plants-Egypt-123365
Security Guard,Global Academic Foundation Hosting University of Hertfordshire UH -,Full TimeOn-site,"New Capital, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Global-University-Egypt-52138
Admin Representative,B. G. Karim for Medical Supplies  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/B--G--Karim-for-Medical-Supplies-Egypt-14455
Planner,Specialized Seamless Services  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Specialized-Seamless-Services--Egypt-123563
Audio Visual Pre-Sales Engineer,Specialized Seamless Services  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Specialized-Seamless-Services--Egypt-123563
Sales Account Manager,Speed For Trading -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Speed for trading-Egypt-125294
Customs Clearance Agent - Night Shifts,DHL Express Egypt -,Full TimeShift BasedOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/DHL-Express-Egypt-Egypt-6846
Medical Representative,B. G. Karim for Medical Supplies  -,Full TimeOn-site,"Heliopolis, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/B--G--Karim-for-Medical-Supplies-Egypt-14455
Site Engineer,Dewan for Real Estate  -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Dewan for Real Estate-Egypt-97503
Senior internal audit,Confidential -,Full TimeOn-site,"Bourj Alarab, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Ib6YbyXcFqZS-Senior-internal-audit-Alexandria-Egypt
Junior Sales - Real Estate,BrokMark -,Full TimeOn-site,"Smart Village, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/BrokMark-Egypt-118525
Executive Assistant,Confidential -,Full TimeHybrid,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yOqPyee76rX2-Executive-Assistant-Cairo-Egypt
Frontend Developer (React js) - Full Time On-site,Confidential -,Full TimeOn-site,"Sidi Bishr, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wfWN175WFBN2-Frontend-Developer-React-js---Full-Time-On-site-Alexandria-Egypt
Science Teacher for primary stage,Confidential -,Full TimeOn-site,"Madinaty, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/IuZu0cnp6DX9-Science-Teacher-for-primary-stage-Cairo-Egypt
Human Resources Generalist,Green Line For Glass Metal Architecture -,Full TimeOn-site,"Nasr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Green-Line-For-Glass-Metal-Architecture-Egypt-47527
Sales Director,Midea Group -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Midea-Group-Egypt-64266
Oracle Database Developer - Full Time Remotely,Confidential -,Full TimeRemote,"Sidi Bishr, Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/OK51PTD5i2ZJ-Oracle-Database-Developer---Full-Time-Remotely-Alexandria-Egypt
Warehouse Specialist,Shiny White Dental Center  -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Shiny-white-dental-center-Egypt-30357
Training Coordinator,Confidential -,Full TimeOn-site,"6th of October, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/R5VQ9QlYHPx0-Training-Coordinator-Giza-Egypt
Corporate Lawyer,MY WAY -,Full TimeOn-site,"Obour City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/MY-WAY-Egypt-8492
English Nursery Teacher,Cloud9 Academy -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Cloud9 Academy-Egypt-125613
Safety Officer,Turnkey trading & Contracting -,Full TimeOn-site,"Downtown, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Turnkey trading & Contracting-Egypt-125634
Production Engineer,American Mattress -,Full TimeOn-site,"Badr City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/-23938
Sales Development Representative - Remote,CASA One Residential -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CASA One Residential-United States-124562
Lead Management Specialist - Remote,CASA One Residential -,Full TimeRemote,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/CASA One Residential-United States-124562
Production Engineer,FUTEC -,Full TimeOn-site,"10th of Ramadan City, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FUTEC-Egypt-52605
Geotechnical Design Engineer,Menard -,Full TimeOn-site,"Sheraton, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Menard-Egypt-66461
Chemical Lab Quality Engineer,FUTEC -,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/FUTEC-Egypt-52605
Animator 2D,Casual Dining Group  -,Full TimeOn-site,"New Cairo, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Casual Dining Group-Egypt-93963
Electrical Site Engineer,Conserv -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Conserv-Egypt-20639
Accountant,Al Ahly Medical Company -,Full TimeOn-site,"Mokattam, Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459
Mechanical Site Engineer,Conserv -,Full TimeOn-site,"Cairo, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Conserv-Egypt-20639
Pharmacy Area Manager,Al Ahly Medical Company -,Full TimeOn-site,"Giza, Giza, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459
Mechanical Engineer,Confidential -,Full TimeOn-site,"Alexandria, Egypt",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Tq4oobmJ8BEF-Mechanical-Engineer-Alexandria-Egypt
